MS4A4A,IL18,SERPINA3,FREM3,CKMT1B,nan,GADD45B,HN1,MRC1,SRGN,TNFRSF11B,EPB41L3,PTGDS,EGR2,EGR3,CFHR1,CFB,TMEFF1,MAP1B,SPP1,GBP2,HSPA1A,BAG3,SCG3,ATP6V1A,F13A1,LRRC32,LMO3,CBLN4,LAT2,KCNJ3,TAC1,DDX3Y,SLN,TMSB4Y,CD44,AEBP1,EGR1,NETO2,PAK3,ADM,DCLK1,CRYM,GFAP,KCNK1,MT1G,D4S234E,ACTN2,S100A9,VIM,NEK2,MGP,GNG2,DEFB1,LCP1,TXNIP,RNASE2,NMU,CA10,IFITM2,MID1IP1,MAP2K1,VIP,FBXO9,CRHBP,MFSD1,SLC16A9,TIMP1,GYPC,S100A11,GRP,SKIP,HPRT1,CIRBP,NFE2,ZIC1,ADCYAP1,CDH8,PCP4L1,PYGL,PCDH8,RGS4,TBX15,SST,S100A10,CAP2,FGL2,CYP26A1,HSPB1,RAB13,ATP6V1B2,NUPR1,ATF7IP2,ADD2,PVALB,C1S,UCHL1,SSTR1,SPON2,TBC1D9,CRABP1,ITGA5,CD14,BEX1,HSPB3,TAGLN,SH3GL2,C4B,FRMPD4,CHI3L1,CALB1,RBP4,NELL2,TNFRSF10D,PRELP,PPEF1,SERPINI1,IL1R2,CRH,RAB3B,SNCA,VCAM1,FOXC1,PLK2,SCG2,KIFAP3,ALOX5AP,EMP1,ADH1B,DUSP4,NLK,GABRB3,GAD2,CFI,LYZ,CAMK4,STEAP4,ANGPT2,CCL2,NRN1,CYP1B1,HAPLN1,DPP6,GPR158,VSIG4,NEFL,CHGB,CLIC1,STAT4,EDG3,CNKSR2,DDIT4,STYK1,FGF14,CCK,TAC3,CIDEA,NEFM,ACTR3B,GABRA1,SYT1,TYROBP,BEX5,PIK3AP1,FMOD,LILRB3,YWHAH,VSTM2A,OGN,A4GALT,GEM,HLA-DRA,ARHGAP20,GAD1,C7,ENSA,DSP,IFITM1,RIMS1,GABRG2,GUCY1B3,ENC1,C1orf173,CEBPD,BDNF,MYT1L,MSX1,FLJ36032,KIAA1467,OLFM1,CNN2,PF4,SERPINA5,RTN1,PCP4,GNG3,CLEC2B,SLC7A2,FAM107A,HSD11B2,ADFP,CES1,DYNC1I1,RIT2,PCSK1,STMN2,ATP8A2,ARPP-21,SCG5,PRDM6,SPTLC3,MIA,LDB2,CXCL1,NXPH1,PLA1A,B3GALT2,FCGBP,CP,SV2B,C1R,NELL1,SPG3A,SLC14A1,EMP3,GJA1,SNAP91,MCPH1,C1orf78,PAK1,C21orf62,SNAP25,DDN,CLTA,TUBB2A,GLRB,TMEM176A,ARPP-19,KRT5,FGF13,CHML,C20orf103,C1QA,GOT1,MT1H,TGIF1,MDH1,RPS4Y1,ANXA2,IL6,S100A8,CARTPT,S100A4,SYTL4,MOAP1,NRXN3,DKFZP564O0823,C6orf105,KCNIP4,FAM19A1,IGF2,NRSN1,ATRNL1,ATOH8,FCGR2B,FCGR2A,SLC6A20,C20orf54,SCIN,TUBB6,LOC201229,GJA4,AQP4,APOLD1,OLFM3,SLC32A1,NMS,RFX4,HIF3A,TMPRSS5,GPRASP1,ROBO2,hCG_1776018,XIST,MLPH,C1QL3,TNFRSF10B,HIG2,ITPKB,IFI30,CDA,CPVL,NEGR1,MFSD4,ADORA3,ANGPTL4,FBLN7,IL18R1,RAB20,ZFP36L1,FGF12,RGS1,MAFF,ALX3,CHST3,TAAR9,SVOP,C4A,MT1A,MS4A6A,VSNL1,CD163,PHYHD1,DMXL2,CORT,RHBDF2,APOD,MAL2,PVRL3,NFKBIA,KCNV1,LRP10,S100A12,SELL,ZCCHC12,CFH,NMNAT2,PPBP,MPZL2,UBE2V2,C19orf59,TMEM155,JARID1D,CCKBR,HMP19,FKBP5,CDK5R2,KHDRBS2,IGF1,MLLT11,CREG2,KLF15,GABRA5,COL8A1,GRIK1,TLR2,GRIK2,MT2A,HMGCS1,MT1E,FAM84A,CYorf15B,LPPR4,BCL6,MRGPRF,OXR1,C1QB,ELMOD1,PDLIM1,FPR1,LILRA2,CDKN1A,NYD-SP21,B4GALT6,SYN2,TOMM20,LRRTM1,KCNC2,C1orf162,SCN3B,GPR4,NCALD,NEUROD6,CD93,PCK1,PALLD,SLCO4A1,C3AR1,DLX1,TM4SF1,DDIT4L,NAP1L5,NRG1,C1QC,TRIP10,SLC13A4,MT1F,COL8A2,CDC42,MSR1,FRMPD2,SLC39A12,SLC10A4,PRMT8,ADAMTS9,MS4A7,RGS7,FCER1G,ID3,FBXW7,MCHR2,SLC4A10,FAM20A,IFITM3,IL4R,ATCAY,DIRAS2,FBXO16,A2BP1,MT1X,MT1M,GAP43,RBM3,RFPL1,LOC728192,LOC647509,LOC400120,ANXA2P2,LOC399947,HSD17B12,LOC441019,FAM3C,LOC645652,HSPA12A,LOC389073,LOC645405,C5orf40,LOC286002,LOC643037,LOC401097,LOC284214,VGF,IER3,CSDA,CDH13,GNB5,VNN2,HAMP,IFITM2///IFITM1,ANKRD56,VWC2,FCGR1B,USP9Y,FLJ45910,ANXA2P1,TNFRSF1B,SLC7A7,TNFRSF1A,TNFRSF6B,SLC26A2,SLC22A2
0.1772493,-0.0880153,0.2950114,-0.3148226,-0.1691163,0.06589149,0.02585067,-0.1245347,0.07491103,0.04163572,0.1956868,-0.06086481,0.1082106,-0.3084072,-0.04116973,0.1989921,0.1778824,-0.0003161258,-0.1170134,-0.1688353,0.02015758,-0.2534177,0.1442035,0.1850861,0.01177599,0.2819429,0.07794123,-0.06451198,0.04039736,-0.01723595,-0.01409506,-0.1697373,-1.418092,-0.1029327,-0.9536414,-0.07080583,-0.1323276,-0.2812576,-0.06772308,-0.08650834,-0.05314486,-0.02695603,-0.01920306,0.2896526,-0.1479347,-0.5377269,-0.133114,-0.07381169,0.1172754,0.1097411,-0.09752537,0.06838607,-0.06225723,-0.1124703,0.110325,0.148353,0.2695138,-0.1427583,-0.08126014,0.4055651,-0.1990474,-0.05491817,-0.1953135,-0.08149698,-0.1312526,-0.06037664,-0.05196733,0.1677121,-0.05222318,0.09135771,0.08201978,-0.01043903,0.1369856,0.1773711,-0.07099671,0.07904694,-0.2330625,0.04412923,-0.07031859,0.2110575,-0.06112795,-0.0792002,-0.04006343,-0.1053312,-0.04852094,-0.0429095,-0.05805515,-0.02947094,-0.148275,0.06674942,-0.0499801,0.1125547,0.2528048,-0.06282336,-0.1767967,0.2334852,-0.003405416,-0.01271423,-0.04323209,0.006251145,-0.0641901,-0.08120023,0.04771714,0.08153316,0.07898065,0.1278867,-0.0172577,0.2150079,-0.04483876,0.07654794,-0.1802002,-0.04786362,-0.03121386,-0.1475977,-0.1632954,-0.03947873,0.0246246,-0.286153,-0.6407951,-0.01928639,-0.07277413,0.1082987,-0.04025913,-0.02079733,-0.1427251,-0.02192676,0.08945466,-0.1611014,0.1209199,-0.3455725,-0.06245462,-0.06235138,-0.1298681,0.328779,0.1431814,0.0548905,0.05542098,-0.444639,-0.04038411,0.01246804,0.2349079,-0.1366792,-0.1557421,-0.0101245,0.07687653,-0.07298519,-0.003732738,0.1088763,0.0448381,-0.02252016,-0.02043497,0.002664465,-0.02814619,-0.09966558,-0.102917,-0.04830367,-0.1117022,0.1228919,-0.06041822,-0.03023439,-0.1704474,0.04186292,-0.007897655,0.08617237,0.04437696,-0.08774842,-0.04692139,-0.1242137,0.03993981,0.08944963,-0.206313,0.2147868,-0.06327237,-0.07731137,0.2497754,-0.003579602,-0.1953512,0.2370489,-0.119168,-0.09189208,-0.0301363,-0.04868069,-0.0689523,-0.03289627,-0.1132606,0.01758691,-0.08393728,0.05196539,-0.05288909,0.07418917,-0.1305664,-0.3511342,0.2331609,0.1278229,-0.0100152,-0.128532,0.2240674,0.1514643,-0.03069169,-0.08898494,0.01791963,-0.1864862,0.01239976,0.03196488,-0.0984223,0.05392986,0.05929266,-0.06486512,0.06446085,-0.1232294,-0.113721,-0.3537691,-0.02220787,-0.01174678,-0.06140564,0.06488599,-0.09063584,0.305624,0.5351219,-0.08436514,0.2437136,-0.02959423,0.01610861,0.1273941,-0.03491592,0.06330977,-0.01295427,-0.5577926,-0.1252779,-0.1336498,-0.2690347,0.3188596,-0.1247938,-0.07783519,0.1699785,0.02886144,0.1055493,-0.02641665,-0.2233529,0.01965106,-0.01944117,-0.08751997,0.1076179,-0.08860102,-0.6954073,0.01529377,0.0856415,-1.65894,0.04340655,-0.02744628,-0.01763438,0.2121702,-0.2005021,-0.1656165,-0.05241447,-0.004921938,0.03876959,-0.1040851,-0.006222318,-0.02607741,-0.1301981,-0.1253847,-0.008131825,-0.2232619,0.233539,0.0579328,-0.2775796,-0.1386556,-0.02752308,-0.01625491,0.1479687,0.04597148,0.277438,0.1388086,0.04530263,-0.2302674,-0.03222297,0.03420051,0.01256748,-0.3871945,0.0550054,0.01162315,-0.1279678,0.4031924,-0.1550347,-0.1310744,0.0328705,0.07088317,-0.01672919,0.1111637,-0.1376753,0.03242069,-0.07035962,-0.05850035,-0.01954672,0.00213016,-0.2365131,-0.08789048,-0.006378871,-0.014885,0.09896329,-0.1819325,-0.1900736,0.0732972,-0.1180315,0.142153,-0.0459147,0.1305756,-0.1968683,-0.0220889,0.03043594,-0.003953716,-0.03445917,0.05558233,-0.1316143,0.01410322,0.2532955,0.02712743,-0.1265873,-0.139552,-0.07787576,0.06595767,-0.3261924,-0.03876029,0.04054889,0.1542141,0.06843421,-0.2947536,0.1096952,0.009813949,-0.2046762,-0.03830269,-1.074556,-0.07309567,-0.01524497,-0.1957823,-0.1542363,-0.2036179,-0.0860567,0.05539133,0.05597371,-0.1300771,-0.02121968,-0.0313155,-0.08533449,0.02312992,0.055746,-0.2041419,0.2278995,-0.2931984,-0.110332,-0.940108,0.01442061,-0.07521673,-0.126006,0.05099137,0.1645502,-0.02410454,-0.1439333,0.06158686,0.02576239,0.01751174,-0.06581843,-0.0119835,-0.2817669,-0.0087797,-0.03202441,-0.1180276,0.0250065,-0.09111208,0.01902477,-0.0291773,-0.2116076,0.1192445,0.2262485,0.05188669,0.06111377,-0.002811823,-0.1167779,-0.004859211,0.06068904,0.1566603,0.1387127,0.125917,-0.0881111,-0.08578175,-0.4495375,-0.1319398,0.1210516,-0.006954262,-0.06767596,-0.03188904,-0.184698,0.02822727,0.3043984,-0.02733464,0.02056389,0.1375494,-0.02548891,-0.06614855,-0.08770233,0.04709793,-0.1459884,0.4006294,0.07711169,-0.08552799,-0.1054997,0.03505529,0.0642001,-0.1617624,-0.2993389,0.0536804,0.3412088,0.001225876,-0.1420317,0.08336671,-0.1202656,0.03192473,-0.09963235,-0.01712166,-0.1825143,0.1441345,-0.1112776,0.1190205,-0.01671421,0.04473175,-0.1675925,0.02102345,-0.04459277,-0.04842651,0.03412376,-0.2471858,0.2133636,0.07634828,-0.01613987,-0.1274316,-0.1094952,0.2398575,0.2683522,0.05069503,-0.1404715,0.1785579,-1.537239,-0.1779735,0.03025503,0.01305381,-0.08866667,0.02866901,-0.01368341,-0.00153451,-0.1087351
0.2701903,-0.0004316796,-0.5467493,-0.08268845,-0.03208056,0.04737609,-0.008422094,-0.06146794,0.2952597,0.01256873,-0.0471818,-0.05897969,0.1476407,-0.1999952,-0.1041115,0.1469148,0.03504731,0.01623461,-0.1153222,-0.1972871,-0.2728649,-0.4033313,-0.1094177,0.01145816,-0.05985749,0.3020242,0.185632,-0.1570276,0.1075702,-0.1595886,-0.07019352,-0.03797644,0.2550522,0.1806648,0.2320914,-0.3595127,-0.1475811,-0.2278192,-0.04948386,-0.06929289,0.1781315,-0.02445116,-0.01833552,0.1559837,-0.0933397,0.2085904,-0.1012486,0.02850565,-0.0623869,-0.04810184,-0.08330077,0.07539976,-0.07479702,-0.1915555,-0.02833117,0.08237147,-0.0226991,-0.1999968,-0.07623811,0.1298723,-0.06187398,-0.09189694,-0.1845177,-0.03096052,-0.09711208,-0.0811801,-0.01424798,-0.03825405,0.072289,0.01403643,0.003724547,-0.007895929,0.04724688,0.2038543,0.09040725,0.003994769,0.1189345,0.04682442,-0.1177497,0.006965057,0.1087528,-0.01132967,0.01046407,-0.2638611,0.005992136,0.005977152,-0.08919916,-0.09266317,-0.2580156,0.005383614,-0.004819375,-0.1469617,0.2609756,-0.1237399,-0.1266571,0.03256962,0.03274771,0.008774816,0.04953216,-0.1174559,0.0194073,-0.02384336,0.03223653,0.1424868,0.2043028,0.09827947,-0.01458828,-0.07053449,-0.03391992,-0.4991051,-0.03537784,0.04336055,0.05174669,-0.09953755,-0.0790195,-0.02091133,0.0126218,0.01677077,-0.50213,0.005684358,-0.03630316,-0.01323911,-0.01406874,-0.0220898,0.01555663,-0.1324249,-0.07337829,-0.359051,0.09895809,-0.1571415,-0.04204464,-0.06111271,-0.02576297,-0.0218337,0.1901871,-0.03292749,-0.07095008,-0.005165104,-0.3469957,0.03743912,0.05355621,-0.1105985,-0.001487031,-0.03780487,0.04471776,-0.03337856,0.04804791,-0.0876544,0.07409748,-0.04879342,0.07207734,0.0888994,-0.07804006,-0.07473864,-0.122032,-0.107792,-0.09801506,0.03372103,-0.06302533,0.02270338,-0.05662757,0.03208378,-0.03637427,-0.1461995,0.05704492,0.0108221,-0.02921658,0.06278815,-0.1981042,-0.006779667,-0.4219494,-0.005909662,-0.08673432,0.07102413,-0.04120591,0.176539,-0.09529369,0.06336679,-0.0517556,-0.02854899,-0.05157869,-0.02556034,0.07433125,0.04486163,-0.1462165,0.03906851,-0.1719773,0.07149716,-0.08712296,0.07091171,-0.07812241,0.3903922,-0.2955544,0.1059537,0.02875917,-0.07271129,0.02123192,-0.2153305,-0.02588676,-0.06648767,0.070335,-0.3099613,-0.01970267,-0.04302669,0.005489812,0.003274379,-0.06888741,-0.01188427,0.008551019,0.007450182,-0.1005734,-0.4241605,-0.02699471,0.0642338,0.03141944,-0.0836599,-0.130963,0.2316284,0.2525457,-0.0236474,-0.07148509,-0.05398522,0.02621487,0.05327324,-0.1483561,0.04394479,-0.009356671,-0.09419705,-0.07964154,-0.06429299,-0.1909238,0.163599,0.06378955,0.02815408,-0.08512712,0.02987929,-0.1108345,-0.08914363,-0.1548523,0.01481466,-0.04977047,-0.02299657,0.127946,-0.0305036,0.08779355,-0.06975968,0.06981622,0.2255592,-0.1128507,0.03946967,-0.07217181,0.4210328,-0.1372782,-0.1725843,-0.03745122,-0.03029505,0.1098981,-0.01717812,-0.04358294,0.00284631,0.1435445,0.1268257,-0.06130207,-0.08911054,0.3214567,0.008092131,0.1079488,0.1065078,0.06984828,-0.03739383,0.1900825,0.02206204,-0.09740259,0.0244087,-0.02873724,0.02093741,-0.07810664,-0.01523133,0.08689427,0.04816923,0.002815201,-0.03060343,-0.5072853,-1.714914,0.009726012,-0.1218847,-0.005395254,0.04854694,-0.1060065,0.01339259,-0.07945577,-0.1970071,-0.1052184,-0.0520338,0.01282659,0.09074067,0.00159962,0.06752702,0.004839446,-0.1021417,-0.02557512,-0.07855893,-0.1620776,0.1236957,-0.09348449,2.0,0.03904093,-0.08231541,-0.07508016,0.02895285,0.04972648,0.07276418,0.05774259,-0.103163,-0.07453275,0.03036605,0.1507556,0.06533975,-0.07285478,-0.02416213,0.03226992,-0.03270797,-0.3729554,-0.05181713,-0.1115762,0.1321956,0.1195552,0.1273868,0.0529811,-0.02187851,-0.1018756,-0.08171029,0.2684223,0.04848269,0.002760108,-0.02237257,0.07617629,-0.05093934,-0.02345707,0.01806531,0.07732949,0.04190425,-0.02209578,0.05241906,-0.1182527,0.1123933,-0.07596672,-0.0274602,-0.354369,0.1263256,0.006997943,0.340773,0.03861267,-0.05070043,0.03056647,-0.0639206,0.1206434,-0.05460137,0.07635754,0.008993543,-0.1030215,-0.1383702,-0.0196686,-0.1018746,-0.1340784,-0.01374398,0.1030821,0.1097861,0.04183634,-0.1830285,-0.01034667,0.01383221,0.06960134,0.02847478,0.1876626,-0.1630997,0.05351803,0.02816482,0.002839278,0.04170142,-0.2833205,0.04820249,-0.004948866,0.1309216,-0.1196669,0.1305517,0.1924705,-0.1067005,0.1710387,-0.1720617,0.09128669,-0.03495748,-0.07943188,0.04110267,-0.0733133,0.1272566,0.0247655,-0.06113953,-0.04557414,-0.06334148,0.01859986,0.01145382,-0.03439412,0.1294322,0.1007646,0.08914819,-0.1201336,0.002466076,0.0477714,0.04752689,0.1492718,0.1234441,0.1466827,0.09796439,0.09184046,0.02664502,-0.01841607,-0.08908539,0.02759227,-0.005909444,0.07394959,0.08863136,0.1301764,-0.03194468,0.05016335,-0.09991392,0.02209522,0.1005201,-0.1390376,0.09883779,0.1055109,0.01389085,0.06735813,-0.03843609,0.03326554,0.007581393,0.1171973,0.2068233,0.06744093,0.04605801,-0.002785599,0.153275,0.2763549,0.3695475,-0.1227776,0.02558554,-0.109704,-0.02324281,0.2617501,0.04870368,0.03292879
-0.1319014,-0.1766979,-1.072475,0.1578474,0.1564689,0.1552092,-0.1877345,0.168977,-0.08346546,-0.2603216,-0.2840844,0.111139,0.1342614,0.453609,0.07901204,-0.2189524,-0.2735647,0.1530066,0.2306401,-0.2284789,-0.5591598,-0.424729,-0.4918779,0.1771037,0.265413,-0.1724033,-0.3203943,0.113552,0.2916226,-0.2554083,0.2107802,0.2680885,0.2544111,0.2752838,0.3861449,-0.754567,-0.30661,0.424063,0.1525829,0.142142,-0.4499653,0.2583135,0.2220871,-0.2787225,0.2005375,-0.3553127,0.2340702,0.127493,-1.03385,-0.1616022,0.1742591,-0.1491408,0.08007327,-0.3330624,-0.2154122,-0.3254051,-0.5346736,0.4106833,0.1273949,-0.3659186,-0.2369242,0.1176632,0.3265738,0.2195079,0.2007008,0.1424863,-0.2893996,-0.4234375,-0.09671657,-0.2358504,-0.02543983,0.1166819,0.1608442,0.1823281,-0.4057012,-0.1282449,0.3024262,0.1032193,0.1134442,-0.3919618,0.1942255,0.1644325,-0.209023,0.4392197,-0.1817557,0.216188,-0.0408726,0.05317694,-0.349673,-0.2205106,0.04329824,-0.4415822,0.139254,0.1721057,0.2762286,-0.2661317,0.3004069,0.01814565,0.4433647,0.1815369,0.01998424,-0.3165821,-0.2814257,0.2250426,0.1245616,-0.1660186,0.01190374,-0.4805925,0.1452666,-0.6037927,0.2052753,0.1284792,0.1210591,-0.3707385,-0.229227,0.1895677,0.1598727,-0.575344,0.2501331,0.2325372,0.1448318,-0.1044385,-0.1040105,0.04876984,0.2346048,0.1852912,-0.1315851,-0.5533471,-0.5150316,0.3416464,0.1592539,0.2225683,0.1991605,-0.3721162,-0.3079652,0.2715781,-0.5337991,-0.6088554,-0.249368,0.1669672,-0.3601005,0.2262617,0.1204893,0.1843549,-0.3277079,0.2374902,0.2754679,-0.2419711,0.09308956,-0.4380907,0.1177798,-0.3126463,0.1141435,0.1355041,0.1846648,0.3116966,0.191971,0.2687784,0.1211935,0.2054037,0.2651558,-0.1111115,0.135785,-0.1572047,-0.2641209,-0.5025713,0.1433849,0.1757278,0.03313363,-0.3143423,-0.3565724,0.0549832,0.1506239,0.2804022,-0.3221611,0.3809511,0.06399734,-0.3036267,0.1086564,0.155921,0.1632069,0.126847,0.07594824,-0.3676366,0.2047723,0.1672218,-0.1558296,0.1868788,0.05497313,0.3495204,-0.2044668,-0.6512511,-0.598633,0.2783352,0.2338694,0.210844,-0.3295834,-0.4583509,-0.3530511,-0.4026529,-0.2878439,-0.4635239,0.161245,0.1693043,0.2590387,0.1705907,0.1110374,0.1187893,0.1872535,-0.02880673,-0.1743468,-0.5020185,0.0742275,-0.734409,0.2602528,-0.3698294,0.08524609,-0.53138,-0.9422815,0.1439105,-0.3545129,0.2076941,0.170961,-0.5823715,-0.2445311,-0.2819953,0.1544615,-0.6225927,-0.2418352,0.1597848,-0.412933,0.481059,0.05284433,0.1200953,0.1942903,0.1666511,-0.1319242,0.2218322,0.1253959,0.150028,0.2254589,0.130868,-0.2636611,0.1714164,-0.3913587,-0.3436236,0.2805652,0.3303954,-0.2081936,-0.2476903,-1.358395,0.243918,-0.2468169,-0.3885328,0.1940991,0.2089108,0.1460525,0.08387002,0.1988188,0.08513638,0.03676524,0.1657347,0.1433129,-0.3939036,-0.1661733,-0.3302809,-0.06505734,-0.578714,-0.4756171,-0.3729215,0.2217603,-0.3547733,-0.3033711,-0.5108404,0.1268913,0.3110424,0.2272078,-0.3462574,-0.1566592,-0.4498143,0.1234078,0.1534443,-0.5738145,-1.734888,-0.1232512,0.08417976,-0.2810067,-0.2594536,-0.3584174,-0.3875225,-0.1780941,-0.06800333,0.25065,0.1438869,-0.2653717,-0.6259792,0.2311995,-0.6413381,-0.3204809,-0.2036306,0.2137716,-0.3465012,-0.5307797,-0.2056334,-0.3448588,0.09180381,0.1451258,-0.476269,-0.4904692,-0.2638288,0.1222289,-0.407765,-0.2522278,0.1572326,0.255189,-0.3102204,-0.07309064,0.2006516,0.08324591,-0.2331689,0.2056611,-0.2230779,-0.7647485,-0.50025,0.1549658,-0.2794219,0.1355506,-0.7064433,-0.352771,0.1416219,-0.525135,0.1279374,0.2172984,0.127719,0.09430952,-0.4698988,0.2796853,0.187613,0.2538906,0.23211,0.2319839,-0.3426701,0.07882232,-0.2962891,0.1780465,-0.4638136,0.119872,-0.4677741,0.1657465,-0.2271469,0.1362756,0.224755,0.1603154,-0.2313472,-0.07862735,0.220522,-0.1975127,0.2091833,-0.3628079,-0.3447657,-0.1004236,-0.4006395,-0.1680744,0.1530136,0.1800224,0.1983504,0.1316236,0.2732184,-0.3864754,0.04625683,-0.4365397,0.2172494,0.1489901,-0.3590475,-0.3167652,-0.2514544,-0.5891654,-0.1441877,0.2438553,-0.2573052,-0.3053687,0.2131632,0.1688366,-0.2359245,-0.1931784,-0.0004689318,-0.2977144,-0.1066843,0.1704064,-0.2567663,0.3039576,-0.2265745,0.3068732,0.2094433,-0.6453537,-0.1194771,0.1155615,-0.2599698,-0.3014812,0.1618431,0.2801052,0.2769382,-0.01805659,-0.3330525,-0.3735124,0.211982,0.1537302,0.1903252,0.2085755,-0.283662,-0.3232646,0.1601788,0.157258,0.06272825,0.1120368,0.2000963,0.2176814,-0.216735,0.2054173,0.2892301,-0.3161011,0.2412858,-0.328647,0.4527226,0.1523392,0.2181202,0.1126187,0.07455633,0.1996699,0.2148085,0.2034896,0.1410442,-0.03045262,-0.5174773,0.2133315,0.1980273,-0.3817721,-0.6300796,-0.3982029,0.14221,0.1955079,-0.2920652,0.3200731,-0.1867974,-0.1943509,-0.2785977,-0.2011951,-0.3354028,-0.4164071,-0.156293,-0.01216559
